engine,frame,time_ps_mda,n_res_4p0A,n_res_5p0A,n_res_6p0A,time_ps,time_ns,C4_O1_A,RS_label,signed_triple_O1_C5phenyl_C3chain_about_C4
amber_smoke,18,197.0,10,18,25,197.0,0.197,4.121608734130859,S_like_by_product_reference,2.616267681121826
amber_smoke,19,202.0,11,18,24,202.0,0.202,4.391116142272949,S_like_by_product_reference,1.882453203201294
amber_smoke,20,207.0,12,17,23,207.0,0.207,4.328137874603272,R_like_by_product_reference,-1.8649555444717407
amber_smoke,21,212.0,8,17,23,212.0,0.212,4.212179660797119,S_like_by_product_reference,0.570023775100708
amber_smoke,22,217.0,11,15,23,217.0,0.217,4.48213005065918,S_like_by_product_reference,0.1557270884513855
amber_smoke,23,222.0,10,18,22,222.0,0.222,4.446395397186279,R_like_by_product_reference,-0.5891433954238892
amber_smoke,24,227.0,8,17,21,227.0,0.227,4.290682315826416,S_like_by_product_reference,1.013134479522705
amber_smoke,25,232.0,7,16,21,232.0,0.232,4.292952060699463,R_like_by_product_reference,-3.592525005340576
amber_smoke,26,237.0,8,18,23,237.0,0.237,4.195605278015137,S_like_by_product_reference,1.085373878479004
amber_smoke,27,242.0,8,16,19,242.0,0.242,4.337845325469971,S_like_by_product_reference,0.7324845790863037
amber_smoke,28,247.0,11,18,23,247.0,0.247,4.392433166503906,R_like_by_product_reference,-0.1405846327543258
amber_smoke,29,252.0,12,16,22,252.0,0.252,4.270082473754883,S_like_by_product_reference,1.238617777824402
amber_smoke,30,257.0,13,15,24,257.0,0.257,4.589751243591309,R_like_by_product_reference,-4.078671455383301
amber_smoke,31,262.0,9,16,22,262.0,0.262,4.229286670684815,S_like_by_product_reference,0.374200701713562
amber_smoke,32,267.0,10,16,22,267.0,0.267,4.194797039031982,R_like_by_product_reference,-0.4930110871791839
amber_smoke,33,272.0,10,15,23,272.0,0.272,4.479751586914063,R_like_by_product_reference,-3.668591022491455
amber_smoke,34,277.0,10,16,23,277.0,0.277,4.4557785987854,R_like_by_product_reference,-0.8275633454322815
amber_smoke,35,282.0,10,16,21,282.0,0.282,4.407049179077148,S_like_by_product_reference,1.876486897468567
amber_smoke,36,287.0,9,16,20,287.0,0.287,4.303612232208252,R_like_by_product_reference,-1.0205382108688354
amber_smoke,37,292.0,11,15,21,292.0,0.292,4.39465856552124,R_like_by_product_reference,-1.7229747772216797
amber_smoke,38,297.0,9,16,21,297.0,0.297,4.274336814880371,R_like_by_product_reference,-0.0412479974329471
amber_smoke,39,302.0,9,15,21,302.0,0.302,4.295287609100342,R_like_by_product_reference,-3.647986888885498
amber_smoke,40,307.0,9,15,20,307.0,0.307,4.355251789093018,S_like_by_product_reference,0.1477233916521072
amber_smoke,41,312.0,9,16,22,312.0,0.312,4.461016178131104,R_like_by_product_reference,-3.869843006134033
amber_smoke,42,317.0,10,16,21,317.0,0.317,4.380819320678711,S_like_by_product_reference,0.8886588215827942
amber_smoke,43,322.0,10,14,22,322.0,0.322,4.324677467346191,R_like_by_product_reference,-1.5583133697509766
amber_smoke,44,327.0,11,16,22,327.0,0.327,4.201745510101318,R_like_by_product_reference,-2.986423254013061
amber_smoke,45,332.0,8,14,21,332.0,0.332,4.4942827224731445,R_like_by_product_reference,-2.281186580657959
amber_smoke,46,337.0,11,15,22,337.0,0.337,4.342877388000488,R_like_by_product_reference,-2.743067979812622
amber_smoke,47,342.0,10,16,21,342.0,0.342,4.326745510101318,S_like_by_product_reference,1.415071964263916
amber_smoke,48,347.0,11,14,21,347.0,0.347,4.34672212600708,R_like_by_product_reference,-0.3506487011909485
amber_smoke,49,352.0,12,16,19,352.0,0.352,4.3569746017456055,R_like_by_product_reference,-1.0095723867416382
amber_smoke,50,357.0,10,15,22,357.0,0.357,4.2408294677734375,S_like_by_product_reference,0.5943399667739868
amber_smoke,51,362.0,9,16,22,362.0,0.362,4.467697143554688,S_like_by_product_reference,0.4162892997264862
amber_smoke,52,367.0,9,16,22,367.0,0.367,4.322763442993164,R_like_by_product_reference,-0.4077282547950744
amber_smoke,53,372.0,10,16,22,372.0,0.372,4.265704154968262,R_like_by_product_reference,-1.1654846668243408
amber_smoke,54,377.0,12,16,25,377.0,0.377,4.404704570770264,S_like_by_product_reference,0.360878586769104
amber_smoke,55,382.0,13,17,23,382.0,0.382,4.235779762268066,S_like_by_product_reference,0.9573419094085692
amber_smoke,56,387.0,12,16,21,387.0,0.387,4.4488844871521,S_like_by_product_reference,1.824888110160828
amber_smoke,57,392.0,9,18,21,392.0,0.392,4.329357147216797,S_like_by_product_reference,0.8849083185195923
amber_smoke,58,397.0,11,15,22,397.0,0.397,4.4719719886779785,S_like_by_product_reference,1.1343624591827393
amber_smoke,59,402.0,10,16,21,402.0,0.402,4.2501726150512695,R_like_by_product_reference,-1.7207322120666504
amber_smoke,60,407.0,10,14,22,407.0,0.407,4.24777364730835,R_like_by_product_reference,-1.058234453201294
amber_smoke,61,412.0,10,16,23,412.0,0.412,4.523548603057861,S_like_by_product_reference,1.2438393831253052
amber_smoke,62,417.0,10,16,21,417.0,0.417,4.369669437408447,R_like_by_product_reference,-1.4004935026168823
amber_smoke,63,422.0,10,13,20,422.0,0.422,4.495907306671143,R_like_by_product_reference,-3.23144006729126
amber_smoke,64,427.0,11,15,20,427.0,0.427,4.290576457977295,R_like_by_product_reference,-2.584979295730591
amber_smoke,65,432.0,10,14,19,432.0,0.432,4.383301734924316,S_like_by_product_reference,0.5647860169410706
amber_smoke,66,437.0,11,16,24,437.0,0.437,4.318531513214111,R_like_by_product_reference,-0.935605764389038
amber_smoke,67,442.0,10,16,20,442.0,0.442,4.498056411743164,S_like_by_product_reference,1.4769757986068726
amber_smoke,68,447.0,11,15,22,447.0,0.447,4.263161659240723,S_like_by_product_reference,0.2599149346351623
amber_smoke,69,452.0,10,14,20,452.0,0.452,4.41099214553833,R_like_by_product_reference,-1.113555669784546
amber_smoke,70,457.0,11,14,20,457.0,0.457,4.33074426651001,R_like_by_product_reference,-2.126218557357788
amber_smoke,71,462.0,12,15,20,462.0,0.462,4.315120697021484,R_like_by_product_reference,-0.4013595581054687
amber_smoke,72,467.0,11,14,19,467.0,0.467,4.38272762298584,R_like_by_product_reference,-1.8155531883239744
amber_smoke,73,472.0,10,15,18,472.0,0.472,4.321516513824463,R_like_by_product_reference,-1.5434541702270508
amber_smoke,74,477.0,10,14,19,477.0,0.477,4.185142993927002,S_like_by_product_reference,0.0809893310070037
amber_smoke,75,482.0,10,14,20,482.0,0.482,4.237958908081055,S_like_by_product_reference,1.3546019792556765
amber_smoke,76,487.0,9,14,22,487.0,0.487,4.326244354248047,S_like_by_product_reference,1.4086061716079712
amber_smoke,77,492.0,9,16,20,492.0,0.492,4.259726047515869,S_like_by_product_reference,1.224294900894165
amber_smoke,78,497.0,10,15,19,497.0,0.497,4.351941585540772,R_like_by_product_reference,-0.6601941585540771
amber_smoke,79,502.0,8,15,18,502.0,0.502,4.272247314453125,S_like_by_product_reference,0.3273645043373108
amber_smoke,80,507.0,11,15,19,507.0,0.507,4.47338342666626,R_like_by_product_reference,-0.4296834766864776
amber_smoke,81,512.0,12,15,18,512.0,0.512,4.318159103393555,S_like_by_product_reference,0.3918687999248504
amber_smoke,82,517.0,12,15,18,517.0,0.517,4.338911056518555,S_like_by_product_reference,1.7777671813964844
amber_smoke,83,522.0,11,16,21,522.0,0.522,4.4467878341674805,S_like_by_product_reference,1.4146374464035034
amber_smoke,84,527.0,10,15,19,527.0,0.527,4.469503879547119,R_like_by_product_reference,-0.4226105511188507
amber_smoke,85,532.0,10,16,21,532.0,0.532,4.437832832336426,S_like_by_product_reference,2.6285970211029053
amber_smoke,86,537.0,9,15,20,537.0,0.537,4.490212917327881,S_like_by_product_reference,2.4402050971984863
amber_smoke,87,542.0,11,15,21,542.0,0.542,4.465434074401856,S_like_by_product_reference,2.0840282440185547
amber_smoke,88,547.0,10,14,19,547.0,0.547,4.29077672958374,S_like_by_product_reference,3.1212949752807617
amber_smoke,89,552.0,10,15,21,552.0,0.552,4.326417922973633,R_like_by_product_reference,-1.1114470958709717
amber_smoke,90,557.0,11,15,19,557.0,0.557,4.377387523651123,S_like_by_product_reference,0.7958003878593445
amber_smoke,91,562.0,9,15,20,562.0,0.562,4.432784557342529,S_like_by_product_reference,1.5534563064575195
amber_smoke,92,567.0,9,14,19,567.0,0.567,4.692339420318604,S_like_by_product_reference,4.630848407745361
amber_smoke,93,572.0,9,14,19,572.0,0.572,4.453367233276367,R_like_by_product_reference,-0.5953468680381775
amber_smoke,94,577.0,11,16,19,577.0,0.577,4.39418363571167,S_like_by_product_reference,0.5045170783996582
amber_smoke,95,582.0,10,15,19,582.0,0.582,4.4699530601501465,R_like_by_product_reference,-1.939664483070373
amber_smoke,96,587.0,9,14,20,587.0,0.587,4.357863426208496,R_like_by_product_reference,-1.4315531253814695
amber_smoke,97,592.0,10,15,22,592.0,0.592,4.260499000549316,R_like_by_product_reference,-1.7470088005065918
amber_smoke,98,597.0,10,16,21,597.0,0.597,4.619856357574463,S_like_by_product_reference,5.171018600463867
amber_smoke,99,602.0,11,17,24,602.0,0.602,4.762229442596436,S_like_by_product_reference,3.695467948913574
